customer_id,segment,recency,frequency,monetary,total_revenue,total_profit,total_orders,estimated_clv,value_segment,customer_intelligence_segment
CUST00025,Needs Attention,413,2,10802.82,10802.82,3484.37,2,1824.28,Medium Value,Medium-Value Customers
CUST00026,Needs Attention,453,1,2126.1,2126.1,743.91,1,743.91,Low Value,Low-Value / Low-Engagement
CUST00027,At Risk,363,2,24286.4,24286.4,5485.72,2,1255.31,Medium Value,Medium-Value Customers
CUST00028,At Risk,399,2,27518.910000000003,27518.91,10044.09,2,3359.23,Medium Value,Medium-Value Customers
CUST00029,Champions,29,3,126837.6,126837.6,25381.55,3,1697.76,Medium Value,Medium-Value Customers
CUST00030,Potential Loyalists,88,2,34862.78,34862.78,12012.04,2,1128.95,Medium Value,Growth Opportunities
CUST00031,Needs Attention,270,1,2876.06,2876.06,1091.02,1,1091.02,Medium Value,Medium-Value Customers
CUST00032,Loyal Customers,37,4,37217.68,37217.68,12985.4,4,932.19,Low Value,Low-Value Customers
CUST00033,At Risk,177,1,1966.24,1966.24,556.74,1,556.74,Low Value,Low-Value Customers
CUST00034,Loyal Customers,51,4,31734.36,31734.36,13453.89,4,1066.92,Medium Value,Medium-Value Customers
CUST00035,Loyal Customers,38,3,46202.87,46202.87,19770.06,3,1322.41,Medium Value,Medium-Value Customers
CUST00036,Champions,71,5,63736.79000000001,63736.79,22494.59,5,1669.98,Medium Value,Medium-Value Customers
CUST00037,Champions,62,4,108047.82,108047.82,27925.51,4,1972.14,Medium Value,Medium-Value Customers
CUST00038,Loyal Customers,116,3,50701.21,50701.21,11223.35,3,3320.52,Medium Value,Medium-Value Customers
CUST00039,Loyal Customers,220,5,44870.17,44870.17,20148.09,5,1909.77,Medium Value,Medium-Value Customers
CUST00040,Potential Loyalists,93,2,22893.39,22893.39,6307.82,2,1573.02,Medium Value,Growth Opportunities
CUST00041,Loyal Customers,88,3,34984.18,34984.18,10025.27,3,942.22,Low Value,Low-Value Customers
CUST00042,Needs Attention,358,2,10848.85,10848.85,3474.77,2,2256.34,Medium Value,Medium-Value Customers
CUST00043,Loyal Customers,18,2,37032.71,37032.71,7813.4,2,757.11,Low Value,Low-Value Customers
CUST00044,Champions,6,4,80250.34,80250.34,27546.87,4,2015.13,Medium Value,Medium-Value Customers
CUST00045,Loyal Customers,10,2,64755.99,64755.99,18487.4,2,1461.45,Medium Value,Medium-Value Customers
CUST00046,Loyal Customers,42,2,57807.66,57807.66,21027.48,2,131421.75,High Value,Loyal High-Value
CUST00047,Potential Loyalists,120,3,29182.6,29182.6,8799.46,3,1557.43,Medium Value,Growth Opportunities
CUST00048,Needs Attention,251,1,2771.95,2771.95,797.46,1,797.46,Low Value,Low-Value / Low-Engagement
CUST00049,At Risk,494,2,27058.35,27058.35,6249.35,2,3955.28,High Value,At-Risk High-Value
CUST00050,Needs Attention,382,2,10660.88,10660.88,3423.56,2,1426.48,Medium Value,Medium-Value Customers
CUST00051,Loyal Customers,262,4,87658.01000000001,87658.01,31744.94,4,3402.46,Medium Value,Medium-Value Customers
CUST00052,Potential Loyalists,76,2,13018.9,13018.9,4292.29,2,2716.64,Medium Value,Growth Opportunities
CUST00053,Loyal Customers,47,3,61305.3,61305.3,16486.88,3,2902.62,Medium Value,Medium-Value Customers
CUST00054,Potential Loyalists,52,3,23347.82,23347.82,7522.05,3,768.34,Low Value,Low-Value Customers
CUST00055,Champions,46,6,154609.75,154609.75,41338.79,6,2660.15,Medium Value,Medium-Value Customers
CUST00056,Potential Loyalists,109,3,22106.41,22106.41,6828.33,3,653.43,Low Value,Low-Value Customers
CUST00057,Needs Attention,531,1,10866.17,10866.17,2386.7,1,2386.7,Medium Value,Medium-Value Customers
CUST00058,Loyal Customers,11,3,13649.29,13649.29,4377.64,3,279.9,Low Value,Low-Value Customers
CUST00059,At Risk,252,1,38364.26,38364.26,9097.26,1,9097.26,High Value,At-Risk High-Value
CUST00060,At Risk,146,1,19346.43,19346.43,8133.32,1,8133.32,High Value,At-Risk High-Value
CUST00061,Potential Loyalists,115,2,19842.44,19842.44,8297.27,2,786.47,Low Value,Low-Value Customers
CUST00062,At Risk,79,1,6576.01,6576.01,2453.1,1,2453.1,Medium Value,Medium-Value Customers
CUST00063,At Risk,210,2,11637.95,11637.95,5356.88,2,489.66,Low Value,Low-Value Customers
CUST00064,Potential Loyalists,201,2,37857.44,37857.44,12478.84,2,1681.78,Medium Value,Growth Opportunities
CUST00065,Potential Loyalists,371,2,69744.18000000001,69744.18,24863.72,2,18017.19,High Value,Growth Opportunities
CUST00066,At Risk,397,2,20288.15,20288.15,4566.52,2,3567.59,High Value,At-Risk High-Value
CUST00067,Needs Attention,326,1,14376.31,14376.31,4562.72,1,4562.72,High Value,High-Value Customers
CUST00069,Potential Loyalists,377,3,32111.7,32111.7,8895.07,3,1782.58,Medium Value,Growth Opportunities
CUST00070,Loyal Customers,60,3,39473.95,39473.95,16648.83,3,1481.21,Medium Value,Medium-Value Customers
CUST00071,Potential Loyalists,174,2,33013.11,33013.11,11287.94,2,928.28,Low Value,Low-Value Customers
CUST00072,At Risk,313,3,11389.94,11389.94,2197.95,3,318.54,Low Value,Low-Value Customers
CUST00073,Loyal Customers,301,4,69650.23000000001,69650.23,18321.57,4,2364.07,Medium Value,Medium-Value Customers
CUST00074,Potential Loyalists,15,1,13063.95,13063.95,2864.02,1,2864.02,Medium Value,Growth Opportunities
CUST00075,Loyal Customers,45,3,25703.9,25703.9,10939.19,3,1050.83,Medium Value,Medium-Value Customers
CUST00076,At Risk,193,2,20298.75,20298.75,6587.37,2,1193.36,Medium Value,Medium-Value Customers
CUST00077,Champions,24,7,64391.2,64391.2,14456.2,7,879.87,Low Value,Low-Value Customers
CUST00078,At Risk,381,2,11394.57,11394.57,2363.4,2,750.29,Low Value,Low-Value Customers
CUST00079,Loyal Customers,59,3,47882.44,47882.44,12331.33,3,1390.23,Medium Value,Medium-Value Customers
CUST00080,Loyal Customers,57,3,70818.58,70818.58,21800.42,3,2592.2,Medium Value,Medium-Value Customers
CUST00081,Needs Attention,481,1,637.0,637.0,102.75,1,102.75,Low Value,Low-Value / Low-Engagement
CUST00082,Potential Loyalists,34,2,18994.78,18994.78,4832.51,2,875.45,Low Value,Low-Value Customers
CUST00083,Loyal Customers,142,3,41823.33,41823.33,16125.37,3,1845.01,Medium Value,Medium-Value Customers
CUST00084,Potential Loyalists,61,1,23112.61,23112.61,6900.04,1,6900.04,High Value,Growth Opportunities
CUST00085,Loyal Customers,135,3,72544.9,72544.9,17971.74,3,2349.25,Medium Value,Medium-Value Customers
CUST00086,At Risk,288,2,10764.58,10764.58,3371.06,2,573.31,Low Value,Low-Value Customers
CUST00087,Loyal Customers,77,3,52295.94,52295.94,18124.99,3,1239.74,Medium Value,Medium-Value Customers
CUST00088,Needs Attention,338,2,11157.23,11157.23,2757.59,2,456.55,Low Value,Low-Value / Low-Engagement
CUST00089,Potential Loyalists,87,2,19599.32,19599.32,5723.28,2,57232.8,High Value,Growth Opportunities
CUST00090,Needs Attention,457,2,6873.6,6873.6,2511.58,2,1589.61,Medium Value,Medium-Value Customers
CUST00091,Needs Attention,452,1,4894.12,4894.12,1862.34,1,1862.34,Medium Value,Medium-Value Customers
CUST00092,Potential Loyalists,108,3,29673.53,29673.53,5848.6,3,773.62,Low Value,Low-Value Customers
CUST00093,Potential Loyalists,323,3,75282.18,75282.18,20664.83,3,7150.46,High Value,Growth Opportunities
CUST00094,Potential Loyalists,44,2,12283.44,12283.44,3935.12,2,327.38,Low Value,Low-Value Customers
CUST00095,Potential Loyalists,374,3,59455.14,59455.14,16425.25,3,3846.66,High Value,Growth Opportunities
CUST00096,At Risk,314,2,18232.99,18232.99,5025.6,2,1963.12,Medium Value,Medium-Value Customers
CUST00097,Champions,116,6,161744.52000000002,161744.52,52137.64,6,4722.61,High Value,VIP Customers
CUST00098,At Risk,72,1,10207.53,10207.53,3990.6,1,3990.6,High Value,At-Risk High-Value
CUST00099,Needs Attention,345,1,23507.24,23507.24,9551.9,1,9551.9,High Value,High-Value Customers
CUST00100,Champions,157,5,84393.72,84393.72,26783.95,5,2277.55,Medium Value,Medium-Value Customers
CUST00102,Loyal Customers,33,3,22931.230000000003,22931.23,7986.44,3,979.93,Medium Value,Medium-Value Customers
CUST00103,Champions,24,5,118585.18,118585.18,31298.64,5,2546.68,Medium Value,Medium-Value Customers
CUST00104,At Risk,144,1,17098.7,17098.7,5997.51,1,5997.51,High Value,At-Risk High-Value
CUST00106,Champions,2,5,74651.61,74651.61,27741.27,5,2165.59,Medium Value,Medium-Value Customers
CUST00108,Loyal Customers,104,4,130406.83,130406.83,29588.64,4,2559.57,Medium Value,Medium-Value Customers
CUST00109,Potential Loyalists,30,1,8649.01,8649.01,2142.05,1,2142.05,Medium Value,Growth Opportunities
CUST00111,At Risk,412,2,14141.13,14141.13,4653.98,2,1124.15,Medium Value,Medium-Value Customers
CUST00112,Potential Loyalists,102,3,19137.61,19137.61,7101.26,3,720.21,Low Value,Low-Value Customers
CUST00113,Loyal Customers,73,4,55871.07,55871.07,19355.42,4,1342.26,Medium Value,Medium-Value Customers
CUST00114,At Risk,385,2,25298.64,25298.64,8495.47,2,2513.45,Medium Value,Medium-Value Customers
CUST00115,Potential Loyalists,200,3,34677.8,34677.8,11040.07,3,1000.01,Medium Value,Growth Opportunities
CUST00116,At Risk,113,1,19052.79,19052.79,8930.86,1,8930.86,High Value,At-Risk High-Value
CUST00117,Champions,48,6,83311.9,83311.9,18418.0,6,1357.26,Medium Value,Medium-Value Customers
CUST00118,At Risk,322,2,32785.64,32785.64,6490.03,2,1018.84,Medium Value,Medium-Value Customers
CUST00119,At Risk,183,1,18697.52,18697.52,6372.79,1,6372.79,High Value,At-Risk High-Value
CUST00120,Potential Loyalists,8,1,4962.61,4962.61,1081.18,1,1081.18,Medium Value,Growth Opportunities
CUST00121,Needs Attention,466,1,4395.97,4395.97,803.43,1,803.43,Low Value,Low-Value / Low-Engagement
CUST00122,Potential Loyalists,160,2,49658.53,49658.53,20057.42,2,3531.24,High Value,Growth Opportunities
CUST00123,Potential Loyalists,11,2,15839.79,15839.79,3461.38,2,243.42,Low Value,Low-Value Customers
CUST00125,Potential Loyalists,163,3,23006.85,23006.85,9410.58,3,755.87,Low Value,Low-Value Customers
CUST00126,Champions,21,4,76255.74,76255.74,16687.72,4,1807.99,Medium Value,Medium-Value Customers
CUST00127,Needs Attention,360,1,3577.48,3577.48,943.54,1,943.54,Low Value,Low-Value / Low-Engagement
CUST00128,At Risk,312,1,27445.15,27445.15,8072.13,1,8072.13,High Value,At-Risk High-Value
CUST00129,Potential Loyalists,389,3,47191.34,47191.34,19344.38,3,4909.74,High Value,Growth Opportunities
CUST00131,Loyal Customers,130,3,46697.76,46697.76,17101.01,3,1620.95,Medium Value,Medium-Value Customers
CUST00133,Potential Loyalists,162,3,25007.3,25007.3,8781.55,3,770.31,Low Value,Low-Value Customers
CUST00134,Potential Loyalists,247,3,25639.66,25639.66,10854.24,3,1550.61,Medium Value,Growth Opportunities
CUST00135,Loyal Customers,141,6,51826.75,51826.75,17658.64,6,1717.77,Medium Value,Medium-Value Customers
CUST00136,Champions,16,3,165457.19,165457.19,46329.76,3,3721.27,High Value,VIP Customers
CUST00137,Needs Attention,398,1,14809.78,14809.78,3836.47,1,3836.47,High Value,High-Value Customers
CUST00138,Needs Attention,294,1,8019.3,8019.3,2926.7,1,2926.7,Medium Value,Medium-Value Customers
CUST00140,Needs Attention,182,1,6891.74,6891.74,1484.27,1,1484.27,Medium Value,Medium-Value Customers
CUST00141,At Risk,125,1,1042.49,1042.49,229.48,1,229.48,Low Value,Low-Value Customers
CUST00142,Needs Attention,315,2,10997.17,10997.17,4310.13,2,856.88,Low Value,Low-Value / Low-Engagement
CUST00143,Loyal Customers,54,4,63143.9,63143.9,16719.67,4,1971.66,Medium Value,Medium-Value Customers
CUST00144,Loyal Customers,230,5,46218.76,46218.76,12922.14,5,1812.36,Medium Value,Medium-Value Customers
CUST00145,Potential Loyalists,167,2,17610.190000000002,17610.19,7566.48,2,5604.8,High Value,Growth Opportunities
CUST00146,Potential Loyalists,68,1,11413.5,11413.5,2230.88,1,2230.88,Medium Value,Growth Opportunities
CUST00147,Champions,5,4,90302.64,90302.64,27506.08,4,1705.27,Medium Value,Medium-Value Customers
CUST00148,Champions,37,7,109110.75,109110.75,33656.35,7,2960.1,Medium Value,Medium-Value Customers
CUST00149,Potential Loyalists,250,3,34167.149999999994,34167.15,7812.95,3,951.64,Medium Value,Growth Opportunities
CUST00150,At Risk,381,2,24596.05,24596.05,7549.47,2,1500.89,Medium Value,Medium-Value Customers
CUST00151,Potential Loyalists,47,1,8745.62,8745.62,2466.12,1,2466.12,Medium Value,Growth Opportunities
CUST00152,At Risk,351,1,38335.82,38335.82,12874.3,1,12874.3,High Value,At-Risk High-Value
CUST00155,Potential Loyalists,106,2,16688.0,16688.0,5197.46,2,404.79,Low Value,Low-Value Customers
CUST00157,At Risk,163,1,11510.51,11510.51,2202.33,1,2202.33,Medium Value,Medium-Value Customers
CUST00158,Loyal Customers,165,4,25413.64,25413.64,7558.53,4,615.01,Low Value,Low-Value Customers
CUST00159,Needs Attention,463,1,1281.0,1281.0,252.48,1,252.48,Low Value,Low-Value / Low-Engagement
CUST00160,Needs Attention,534,1,2421.72,2421.72,1051.08,1,1051.08,Medium Value,Medium-Value Customers
CUST00161,Potential Loyalists,337,3,34514.55,34514.55,8329.06,3,1267.74,Medium Value,Growth Opportunities
CUST00162,Loyal Customers,53,3,40679.77,40679.77,13608.29,3,1408.73,Medium Value,Medium-Value Customers
CUST00163,Champions,156,5,85559.15,85559.15,26795.94,5,2336.18,Medium Value,Medium-Value Customers
CUST00164,Loyal Customers,102,5,43537.95,43537.95,11391.9,5,962.97,Medium Value,Medium-Value Customers
CUST00165,Loyal Customers,15,4,26993.590000000004,26993.59,6818.34,4,513.82,Low Value,Low-Value Customers
CUST00166,Loyal Customers,155,4,26904.72,26904.72,10000.15,4,991.1,Medium Value,Medium-Value Customers
CUST00167,Champions,47,4,78702.47,78702.47,25228.35,4,2821.96,Medium Value,Medium-Value Customers
CUST00168,Needs Attention,473,1,5924.06,5924.06,1869.01,1,1869.01,Medium Value,Medium-Value Customers
CUST00170,Loyal Customers,60,4,17244.64,17244.64,4298.1,4,1364.48,Medium Value,Medium-Value Customers
CUST00171,Champions,10,4,85459.54999999999,85459.55,22428.97,4,1880.05,Medium Value,Medium-Value Customers
CUST00172,Loyal Customers,81,4,25396.3,25396.3,9672.25,4,775.02,Low Value,Low-Value Customers
CUST00173,At Risk,161,1,9564.46,9564.46,4033.6,1,4033.6,High Value,At-Risk High-Value
CUST00175,Champions,29,4,103647.5,103647.5,34951.22,4,2136.38,Medium Value,Medium-Value Customers
CUST00176,Potential Loyalists,13,1,3584.5,3584.5,911.98,1,911.98,Low Value,Low-Value Customers
CUST00177,At Risk,216,2,16736.57,16736.57,5840.65,2,815.73,Low Value,Low-Value Customers
CUST00178,Potential Loyalists,203,3,26251.47,26251.47,8182.31,3,1163.91,Medium Value,Growth Opportunities
CUST00179,At Risk,91,1,3428.45,3428.45,1400.86,1,1400.86,Medium Value,Medium-Value Customers
CUST00180,At Risk,203,2,19155.29,19155.29,4344.94,2,699.67,Low Value,Low-Value Customers
CUST00181,Potential Loyalists,77,3,8665.0,8665.0,2671.46,3,3871.68,High Value,Growth Opportunities
CUST00182,Potential Loyalists,50,2,9659.63,9659.63,2424.74,2,631.44,Low Value,Low-Value Customers
CUST00183,At Risk,308,1,37125.9,37125.9,9174.46,1,9174.46,High Value,At-Risk High-Value
CUST00184,Loyal Customers,122,2,72432.05,72432.05,22452.37,2,2985.69,Medium Value,Medium-Value Customers
CUST00185,Loyal Customers,168,4,26873.87,26873.87,10140.48,4,852.86,Low Value,Low-Value Customers
CUST00187,Loyal Customers,155,4,48637.62,48637.62,17217.54,4,1432.41,Medium Value,Medium-Value Customers
CUST00188,Champions,27,6,69051.0,69051.0,19909.19,6,1178.76,Medium Value,Medium-Value Customers
CUST00189,Loyal Customers,127,4,26506.26,26506.26,9330.33,4,950.14,Medium Value,Medium-Value Customers
CUST00190,Loyal Customers,67,3,77017.68000000001,77017.68,22766.57,3,1962.64,Medium Value,Medium-Value Customers
CUST00191,Potential Loyalists,30,2,18476.3,18476.3,8164.53,2,688.41,Low Value,Low-Value Customers
CUST00192,Loyal Customers,248,4,41196.43,41196.43,16605.69,4,1691.01,Medium Value,Medium-Value Customers
CUST00194,Potential Loyalists,121,2,19678.57,19678.57,5003.28,2,3908.81,High Value,Growth Opportunities
CUST00196,Loyal Customers,104,4,68925.54,68925.54,26033.56,4,3403.08,Medium Value,Medium-Value Customers
CUST00197,Loyal Customers,8,1,48340.67,48340.67,8815.36,1,8815.36,High Value,Loyal High-Value
CUST00198,Loyal Customers,17,2,25912.82,25912.82,9995.68,2,884.57,Low Value,Low-Value Customers
CUST00199,Potential Loyalists,275,3,28663.08,28663.08,10232.32,3,2664.67,Medium Value,Growth Opportunities
CUST00200,Loyal Customers,39,2,58875.41,58875.41,10538.45,2,1248.63,Medium Value,Medium-Value Customers
CUST00201,Champions,26,6,129090.96,129090.96,55036.78,6,3214.77,Medium Value,Medium-Value Customers
CUST00202,Loyal Customers,169,4,58097.12,58097.12,15921.26,4,3593.96,High Value,Loyal High-Value
CUST00203,Champions,127,5,104102.21,104102.21,32031.61,5,2462.08,Medium Value,Medium-Value Customers
CUST00204,Potential Loyalists,42,2,3281.57,3281.57,676.92,2,57.08,Low Value,Low-Value Customers
CUST00205,Needs Attention,229,1,2414.58,2414.58,1030.54,1,1030.54,Medium Value,Medium-Value Customers
CUST00206,Loyal Customers,2,4,11166.83,11166.83,2890.09,4,720.72,Low Value,Low-Value Customers
CUST00208,Loyal Customers,43,3,17742.350000000002,17742.35,6807.37,3,1594.23,Medium Value,Medium-Value Customers
CUST00210,Potential Loyalists,74,2,26536.58,26536.58,8398.62,2,645.55,Low Value,Low-Value Customers
CUST00212,Potential Loyalists,251,3,38702.52,38702.52,10874.41,3,1191.06,Medium Value,Growth Opportunities
CUST00213,Needs Attention,422,2,7767.83,7767.83,1990.73,2,1026.15,Medium Value,Medium-Value Customers
CUST00214,Potential Loyalists,36,2,15195.08,15195.08,4107.73,2,310.96,Low Value,Low-Value Customers
CUST00215,Champions,94,6,58304.11,58304.11,18021.22,6,1553.55,Medium Value,Medium-Value Customers
CUST00216,Needs Attention,472,1,23386.49,23386.49,10597.34,1,10597.34,High Value,High-Value Customers
CUST00217,Loyal Customers,48,3,19844.46,19844.46,3604.57,3,227.7,Low Value,Low-Value Customers
CUST00218,Loyal Customers,138,4,53931.69,53931.69,17498.0,4,2056.17,Medium Value,Medium-Value Customers
CUST00219,Potential Loyalists,67,2,9610.25,9610.25,2305.4,2,1077.29,Medium Value,Growth Opportunities
CUST00220,Champions,9,4,105185.31,105185.31,44381.59,4,9188.73,High Value,VIP Customers
CUST00221,Champions,14,4,129767.72,129767.72,49565.74,4,2901.98,Medium Value,Medium-Value Customers
CUST00222,Loyal Customers,63,2,57374.36,57374.36,10267.58,2,952.47,Medium Value,Medium-Value Customers
CUST00223,Needs Attention,314,2,4121.37,4121.37,1592.73,2,527.39,Low Value,Low-Value / Low-Engagement
CUST00224,At Risk,194,2,15174.35,15174.35,3809.54,2,375.32,Low Value,Low-Value Customers
CUST00225,Needs Attention,298,1,1329.37,1329.37,354.64,1,354.64,Low Value,Low-Value / Low-Engagement
CUST00226,Champions,9,5,48682.41,48682.41,14069.86,5,835.01,Low Value,Low-Value Customers
CUST00228,Loyal Customers,82,3,34355.47,34355.47,10451.66,3,832.8,Low Value,Low-Value Customers
CUST00229,Champions,97,7,128368.77,128368.77,34431.09,7,3074.2,Medium Value,Medium-Value Customers
CUST00230,Potential Loyalists,152,3,21229.66,21229.66,6471.38,3,1875.76,Medium Value,Growth Opportunities
CUST00231,At Risk,326,1,35905.47,35905.47,6766.82,1,6766.82,High Value,At-Risk High-Value
CUST00232,At Risk,394,2,31506.97,31506.97,5308.19,2,3159.64,Medium Value,Medium-Value Customers
CUST00233,Loyal Customers,34,2,86420.97,86420.97,26237.73,2,3398.67,Medium Value,Medium-Value Customers
CUST00234,Loyal Customers,56,3,77372.33,77372.33,33562.23,3,2893.3,Medium Value,Medium-Value Customers
CUST00235,Champions,20,5,57279.49,57279.49,12599.43,5,745.97,Low Value,Low-Value Customers
CUST00236,Champions,15,6,65902.41,65902.41,23118.57,6,1559.96,Medium Value,Medium-Value Customers
CUST00237,Potential Loyalists,58,2,11389.65,11389.65,3790.79,2,285.67,Low Value,Low-Value Customers
CUST00238,Potential Loyalists,57,2,37148.31,37148.31,13477.69,2,3015.14,Medium Value,Growth Opportunities
CUST00239,Loyal Customers,47,3,61051.5,61051.5,12957.78,3,806.84,Low Value,Low-Value Customers
CUST00240,Potential Loyalists,82,2,23787.01,23787.01,10829.58,2,781.35,Low Value,Low-Value Customers
CUST00241,At Risk,260,1,18585.06,18585.06,8834.13,1,8834.13,High Value,At-Risk High-Value
CUST00242,At Risk,403,2,15544.16,15544.16,5142.64,2,3254.84,Medium Value,Medium-Value Customers
CUST00244,At Risk,96,1,7840.18,7840.18,2583.44,1,2583.44,Medium Value,Medium-Value Customers
CUST00245,Loyal Customers,152,4,53725.81,53725.81,19781.0,4,1924.22,Medium Value,Medium-Value Customers
CUST00246,Loyal Customers,7,3,24071.54,24071.54,8024.47,3,825.56,Low Value,Low-Value Customers
CUST00247,Potential Loyalists,407,3,61446.65,61446.65,19096.41,3,6995.02,High Value,Growth Opportunities
CUST00248,Loyal Customers,2,1,45854.57,45854.57,21357.84,1,21357.84,High Value,Loyal High-Value
CUST00249,Champions,39,6,147987.94,147987.94,44189.73,6,2767.05,Medium Value,Medium-Value Customers
CUST00250,Potential Loyalists,198,3,40323.19,40323.19,15147.19,3,2993.52,Medium Value,Growth Opportunities
CUST00251,At Risk,513,2,20553.35,20553.35,8026.64,2,18666.6,High Value,At-Risk High-Value
CUST00252,Needs Attention,452,1,3139.72,3139.72,964.66,1,964.66,Medium Value,Medium-Value Customers
CUST00253,Champions,37,3,74675.67,74675.67,25407.11,3,2378.94,Medium Value,Medium-Value Customers
CUST00254,Champions,11,3,70841.25,70841.25,24857.25,3,1522.18,Medium Value,Medium-Value Customers
CUST00255,Potential Loyalists,200,2,34538.350000000006,34538.35,8002.44,2,2156.99,Medium Value,Growth Opportunities
CUST00256,Loyal Customers,180,4,84573.11,84573.11,32429.64,4,3464.71,High Value,Loyal High-Value
CUST00257,At Risk,459,2,18371.89,18371.89,5856.61,2,3235.7,Medium Value,Medium-Value Customers
CUST00258,Potential Loyalists,46,2,12545.76,12545.76,3841.05,2,285.79,Low Value,Low-Value Customers
CUST00259,Needs Attention,301,1,13080.44,13080.44,2880.18,1,2880.18,Medium Value,Medium-Value Customers
CUST00260,Loyal Customers,360,4,87301.82,87301.82,22664.34,4,4692.41,High Value,Loyal High-Value
CUST00261,Potential Loyalists,178,3,15478.16,15478.16,4404.03,3,1674.54,Medium Value,Growth Opportunities
CUST00262,Loyal Customers,72,3,67884.61,67884.61,26929.03,3,2145.74,Medium Value,Medium-Value Customers
CUST00263,Potential Loyalists,122,3,12389.41,12389.41,4431.07,3,1124.64,Medium Value,Growth Opportunities
CUST00264,Potential Loyalists,245,2,27446.120000000003,27446.12,6756.61,2,1459.31,Medium Value,Growth Opportunities
CUST00265,Loyal Customers,154,4,56967.7,56967.7,14766.21,4,1391.73,Medium Value,Medium-Value Customers
CUST00266,At Risk,322,2,12415.77,12415.77,5153.15,2,5052.11,High Value,At-Risk High-Value
CUST00267,Loyal Customers,56,2,47476.28,47476.28,12745.49,2,809.75,Low Value,Low-Value Customers
CUST00268,Loyal Customers,121,4,57055.5,57055.5,16783.39,4,1370.07,Medium Value,Medium-Value Customers
CUST00269,Potential Loyalists,451,2,49738.72,49738.72,10632.02,2,6903.91,High Value,Growth Opportunities
CUST00271,Champions,52,5,129455.38,129455.38,25497.53,5,2103.76,Medium Value,Medium-Value Customers
CUST00272,At Risk,307,2,29735.7,29735.7,9913.95,2,1390.46,Medium Value,Medium-Value Customers
CUST00273,At Risk,299,2,15228.26,15228.26,5864.02,2,1311.86,Medium Value,Medium-Value Customers
CUST00274,Needs Attention,544,1,7262.19,7262.19,3369.26,1,3369.26,Medium Value,Medium-Value Customers
CUST00275,Loyal Customers,138,3,98975.32,98975.32,32182.59,3,2830.48,Medium Value,Medium-Value Customers
CUST00276,Potential Loyalists,166,2,33974.56,33974.56,6687.76,2,692.31,Low Value,Low-Value Customers
CUST00277,Needs Attention,353,2,11165.66,11165.66,2521.55,2,397.72,Low Value,Low-Value / Low-Engagement
CUST00278,Loyal Customers,178,5,87161.43,87161.43,27040.52,5,2781.95,Medium Value,Medium-Value Customers
CUST00279,At Risk,56,1,8207.56,8207.56,3014.3,1,3014.3,Medium Value,Medium-Value Customers
CUST00280,At Risk,141,2,3143.3,3143.3,1319.01,2,278.86,Low Value,Low-Value Customers
CUST00281,Champions,21,3,73564.48,73564.48,32619.52,3,2031.1,Medium Value,Medium-Value Customers
