customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST00212,251,3,38702.520000000004,2,3,3,8,Potential Loyalists
CUST00213,422,2,7767.83,1,2,1,4,Needs Attention
CUST00214,36,2,15195.08,5,2,2,9,Potential Loyalists
CUST00215,94,6,58304.11,4,5,4,13,Champions
CUST00216,472,1,23386.49,1,1,2,4,Needs Attention
CUST00217,48,3,19844.46,5,3,2,10,Loyal Customers
CUST00218,138,4,53931.69,3,4,4,11,Loyal Customers
CUST00219,67,2,9610.25,4,2,1,7,Potential Loyalists
CUST00220,9,4,105185.31,5,4,5,14,Champions
CUST00221,14,4,129767.72,5,4,5,14,Champions
CUST00222,63,2,57374.36,4,2,4,10,Loyal Customers
CUST00223,314,2,4121.37,1,2,1,4,Needs Attention
CUST00224,194,2,15174.35,2,2,2,6,At Risk
CUST00225,298,1,1329.37,2,1,1,4,Needs Attention
CUST00226,9,5,48682.41,5,5,4,14,Champions
CUST00228,82,3,34355.47,4,3,3,10,Loyal Customers
CUST00229,97,7,128368.76999999999,4,5,5,14,Champions
CUST00230,152,3,21229.66,3,3,2,8,Potential Loyalists
CUST00231,326,1,35905.47,1,1,3,5,At Risk
CUST00232,394,2,31506.97,1,2,3,6,At Risk
CUST00233,34,2,86420.97,5,2,5,12,Loyal Customers
CUST00234,56,3,77372.33,4,3,5,12,Loyal Customers
CUST00235,20,5,57279.49,5,5,4,14,Champions
CUST00236,15,6,65902.41,5,5,4,14,Champions
CUST00237,58,2,11389.650000000001,4,2,2,8,Potential Loyalists
CUST00238,57,2,37148.31,4,2,3,9,Potential Loyalists
CUST00239,47,3,61051.5,5,3,4,12,Loyal Customers
CUST00240,82,2,23787.01,4,2,2,8,Potential Loyalists
CUST00241,260,1,18585.06,2,1,2,5,At Risk
CUST00242,403,2,15544.16,1,2,2,5,At Risk
CUST00244,96,1,7840.18,4,1,1,6,At Risk
CUST00245,152,4,53725.81,3,4,4,11,Loyal Customers
CUST00246,7,3,24071.54,5,3,2,10,Loyal Customers
CUST00247,407,3,61446.649999999994,1,3,4,8,Potential Loyalists
CUST00248,2,1,45854.57,5,1,4,10,Loyal Customers
CUST00249,39,6,147987.94,5,5,5,15,Champions
CUST00250,198,3,40323.19,2,3,4,9,Potential Loyalists
CUST00251,513,2,20553.35,1,2,2,5,At Risk
CUST00252,452,1,3139.72,1,1,1,3,Needs Attention
CUST00253,37,3,74675.67,5,3,5,13,Champions
CUST00254,11,3,70841.25,5,3,5,13,Champions
CUST00255,200,2,34538.350000000006,2,2,3,7,Potential Loyalists
CUST00256,180,4,84573.11,2,4,5,11,Loyal Customers
CUST00257,459,2,18371.89,1,2,2,5,At Risk
CUST00258,46,2,12545.76,5,2,2,9,Potential Loyalists
CUST00259,301,1,13080.44,1,1,2,4,Needs Attention
CUST00260,360,4,87301.82,1,4,5,10,Loyal Customers
CUST00261,178,3,15478.16,2,3,2,7,Potential Loyalists
CUST00262,72,3,67884.61,4,3,4,11,Loyal Customers
CUST00263,122,3,12389.41,3,3,2,8,Potential Loyalists
CUST00264,245,2,27446.120000000003,2,2,3,7,Potential Loyalists
CUST00265,154,4,56967.7,3,4,4,11,Loyal Customers
CUST00266,322,2,12415.77,1,2,2,5,At Risk
CUST00267,56,2,47476.28,4,2,4,10,Loyal Customers
CUST00268,121,4,57055.5,3,4,4,11,Loyal Customers
CUST00269,451,2,49738.72,1,2,4,7,Potential Loyalists
CUST00271,52,5,129455.38,4,5,5,14,Champions
CUST00272,307,2,29735.699999999997,1,2,3,6,At Risk
CUST00273,299,2,15228.26,2,2,2,6,At Risk
CUST00274,544,1,7262.19,1,1,1,3,Needs Attention
CUST00275,138,3,98975.32,3,3,5,11,Loyal Customers
CUST00276,166,2,33974.56,3,2,3,8,Potential Loyalists
CUST00277,353,2,11165.66,1,2,1,4,Needs Attention
CUST00278,178,5,87161.43,2,5,5,12,Loyal Customers
CUST00279,56,1,8207.56,4,1,1,6,At Risk
CUST00280,141,2,3143.3,3,2,1,6,At Risk
CUST00281,21,3,73564.48,5,3,5,13,Champions
CUST00282,3,6,90531.17,5,5,5,15,Champions
CUST00283,1,3,121558.93,5,3,5,13,Champions
CUST00284,57,5,101341.47,4,5,5,14,Champions
CUST00285,20,1,2683.84,5,1,1,7,Potential Loyalists
CUST00287,25,4,34060.29,5,4,3,12,Loyal Customers
CUST00288,61,2,36795.11,4,2,3,9,Potential Loyalists
CUST00289,269,1,3788.07,2,1,1,4,Needs Attention
CUST00290,8,3,47885.99,5,3,4,12,Loyal Customers
CUST00292,318,1,18601.13,1,1,2,4,Needs Attention
CUST00293,107,3,23814.239999999998,3,3,2,8,Potential Loyalists
CUST00294,273,3,12544.14,2,3,2,7,Potential Loyalists
CUST00295,211,2,94593.58,2,2,5,9,Potential Loyalists
CUST00296,67,4,151825.93,4,4,5,13,Champions
CUST00297,29,8,91843.79000000001,5,5,5,15,Champions
CUST00298,49,6,79756.48,4,5,5,14,Champions
CUST00299,247,4,70931.18000000001,2,4,5,11,Loyal Customers
CUST00300,62,3,21248.8,4,3,2,9,Potential Loyalists
CUST00301,56,4,18178.1,4,4,2,10,Loyal Customers
CUST00302,333,3,125202.85,1,3,5,9,Potential Loyalists
CUST00303,114,2,68183.05,3,2,5,10,Loyal Customers
CUST00304,101,2,39062.2,4,2,3,9,Potential Loyalists
CUST00305,260,4,32195.21,2,4,3,9,Potential Loyalists
CUST00306,22,3,19741.9,5,3,2,10,Loyal Customers
CUST00307,18,2,6505.21,5,2,1,8,Potential Loyalists
CUST00308,101,1,8812.92,3,1,1,5,At Risk
CUST00309,378,2,29366.95,1,2,3,6,At Risk
CUST00311,26,3,33728.61,5,3,3,11,Loyal Customers
CUST00312,73,3,78673.1,4,3,5,12,Loyal Customers
CUST00313,37,2,34398.83,5,2,3,10,Loyal Customers
CUST00314,33,2,15379.61,5,2,2,9,Potential Loyalists
CUST00315,507,1,6571.56,1,1,1,3,Needs Attention
CUST00316,26,3,103703.54000000001,5,3,5,13,Champions
CUST00317,128,2,19250.19,3,2,2,7,Potential Loyalists
CUST00318,8,2,12649.92,5,2,2,9,Potential Loyalists
CUST00319,89,7,223128.01,4,5,5,14,Champions
CUST00320,80,2,20717.32,4,2,2,8,Potential Loyalists
CUST00321,99,4,29711.21,4,4,3,11,Loyal Customers
CUST00322,249,2,7200.1900000000005,2,2,1,5,At Risk
CUST00324,60,7,138722.1,4,5,5,14,Champions
CUST00325,249,1,55188.15,2,1,4,7,Potential Loyalists
CUST00326,527,1,12945.49,1,1,2,4,Needs Attention
CUST00327,6,3,18478.98,5,3,2,10,Loyal Customers
CUST00328,19,4,17754.97,5,4,2,11,Loyal Customers
CUST00329,56,3,10004.23,4,3,1,8,Potential Loyalists
CUST00330,156,1,2311.87,3,1,1,5,At Risk
CUST00331,83,2,22694.18,4,2,2,8,Potential Loyalists
CUST00332,83,6,66878.99,4,5,4,13,Champions
CUST00333,213,4,32006.149999999998,2,4,3,9,Potential Loyalists
CUST00334,37,2,26663.02,5,2,3,10,Loyal Customers
CUST00335,428,1,24664.72,1,1,3,5,At Risk
CUST00336,46,4,29497.89,5,4,3,12,Loyal Customers
CUST00337,8,4,45276.71,5,4,4,13,Champions
CUST00338,89,4,51282.81,4,4,4,12,Loyal Customers
CUST00339,257,1,2775.76,2,1,1,4,Needs Attention
CUST00340,74,5,100454.51999999999,4,5,5,14,Champions
CUST00341,529,1,31773.03,1,1,3,5,At Risk
CUST00343,28,6,66163.75,5,5,4,14,Champions
CUST00344,95,2,9476.169999999998,4,2,1,7,Potential Loyalists
CUST00345,368,4,78822.29000000001,1,4,5,10,Loyal Customers
CUST00346,297,2,92472.69,2,2,5,9,Potential Loyalists
CUST00347,345,1,27178.73,1,1,3,5,At Risk
CUST00348,277,2,10123.720000000001,2,2,1,5,At Risk
CUST00350,290,2,4502.46,2,2,1,5,At Risk
CUST00351,468,1,1799.56,1,1,1,3,Needs Attention
CUST00352,163,3,91405.28,3,3,5,11,Loyal Customers
CUST00353,266,1,10398.17,2,1,1,4,Needs Attention
CUST00354,132,4,27307.010000000002,3,4,3,10,Loyal Customers
CUST00356,139,2,19131.379999999997,3,2,2,7,Potential Loyalists
CUST00357,267,1,3772.49,2,1,1,4,Needs Attention
CUST00358,220,3,106661.36,2,3,5,10,Loyal Customers
CUST00359,216,3,13345.76,2,3,2,7,Potential Loyalists
CUST00360,159,3,102241.54,3,3,5,11,Loyal Customers
CUST00361,408,3,49140.06,1,3,4,8,Potential Loyalists
CUST00362,382,1,4491.25,1,1,1,3,Needs Attention
CUST00363,489,1,4231.2,1,1,1,3,Needs Attention
CUST00364,159,5,28922.96,3,5,3,11,Loyal Customers
CUST00365,96,3,37825.22,4,3,3,10,Loyal Customers
CUST00366,118,2,6423.57,3,2,1,6,At Risk
CUST00367,84,5,34135.6,4,5,3,12,Loyal Customers
CUST00369,12,2,22824.64,5,2,2,9,Potential Loyalists
CUST00370,303,3,13600.119999999999,1,3,2,6,At Risk
CUST00371,188,2,12812.529999999999,2,2,2,6,At Risk
CUST00373,460,1,7783.94,1,1,1,3,Needs Attention
CUST00374,233,1,2997.74,2,1,1,4,Needs Attention
CUST00376,351,1,26922.46,1,1,3,5,At Risk
CUST00377,41,2,34185.08,5,2,3,10,Loyal Customers
CUST00378,176,1,15753.02,3,1,2,6,At Risk
CUST00379,78,2,15649.29,4,2,2,8,Potential Loyalists
CUST00380,9,5,87010.67,5,5,5,15,Champions
CUST00381,80,3,34910.22,4,3,3,10,Loyal Customers
CUST00382,157,4,42671.63,3,4,4,11,Loyal Customers
CUST00383,416,1,9301.26,1,1,1,3,Needs Attention
CUST00384,33,5,49496.64,5,5,4,14,Champions
CUST00385,214,3,43421.18,2,3,4,9,Potential Loyalists
CUST00386,54,5,92176.82,4,5,5,14,Champions
CUST00388,101,2,20385.08,3,2,2,7,Potential Loyalists
CUST00389,99,4,30700.42,4,4,3,11,Loyal Customers
CUST00390,147,1,15276.14,3,1,2,6,At Risk
CUST00391,2,4,90981.45000000001,5,4,5,14,Champions
CUST00392,462,1,102541.85,1,1,5,7,Potential Loyalists
CUST00393,316,3,28719.67,1,3,3,7,Potential Loyalists
CUST00394,293,2,10850.24,2,2,1,5,At Risk
CUST00395,85,4,26869.62,4,4,3,11,Loyal Customers
CUST00396,134,3,37959.08,3,3,3,9,Potential Loyalists
CUST00397,277,1,1470.62,2,1,1,4,Needs Attention
CUST00398,204,1,9299.7,2,1,1,4,Needs Attention
CUST00400,86,4,73816.72,4,4,5,13,Champions
CUST00401,388,1,1867.16,1,1,1,3,Needs Attention
CUST00402,354,4,49864.34,1,4,4,9,Potential Loyalists
CUST00403,19,5,69728.36,5,5,5,15,Champions
CUST00404,63,5,134574.33000000002,4,5,5,14,Champions
CUST00405,314,2,55704.799999999996,1,2,4,7,Potential Loyalists
CUST00406,19,2,23678.29,5,2,2,9,Potential Loyalists
CUST00407,2,3,24759.42,5,3,3,11,Loyal Customers
CUST00408,8,4,75309.23000000001,5,4,5,14,Champions
CUST00409,107,5,228679.18,3,5,5,13,Champions
CUST00410,322,1,10972.6,1,1,1,3,Needs Attention
CUST00412,220,3,29031.13,2,3,3,8,Potential Loyalists
CUST00413,128,2,10862.63,3,2,1,6,At Risk
CUST00414,2,5,43872.05,5,5,4,14,Champions
CUST00415,85,2,80244.11,4,2,5,11,Loyal Customers
CUST00416,209,3,47109.380000000005,2,3,4,9,Potential Loyalists
CUST00417,366,5,75163.2,1,5,5,11,Loyal Customers
CUST00418,140,2,55876.600000000006,3,2,4,9,Potential Loyalists
CUST00419,38,2,59525.990000000005,5,2,4,11,Loyal Customers
CUST00420,39,1,35876.38,5,1,3,9,Potential Loyalists
CUST00421,244,1,9496.02,2,1,1,4,Needs Attention
CUST00422,397,1,11746.95,1,1,2,4,Needs Attention
CUST00423,330,1,34218.35,1,1,3,5,At Risk
CUST00424,436,1,1387.09,1,1,1,3,Needs Attention
CUST00425,57,3,93334.5,4,3,5,12,Loyal Customers
CUST00426,33,2,44001.29,5,2,4,11,Loyal Customers
CUST00427,248,3,28111.410000000003,2,3,3,8,Potential Loyalists
CUST00428,128,5,22542.059999999998,3,5,2,10,Loyal Customers
CUST00429,332,2,28225.68,1,2,3,6,At Risk
CUST00430,245,5,58659.02999999999,2,5,4,11,Loyal Customers
CUST00431,23,2,25486.18,5,2,3,10,Loyal Customers
CUST00433,70,3,34187.979999999996,4,3,3,10,Loyal Customers
CUST00434,275,3,11866.91,2,3,2,7,Potential Loyalists
CUST00436,421,1,8587.96,1,1,1,3,Needs Attention
CUST00437,68,3,9543.210000000001,4,3,1,8,Potential Loyalists
CUST00438,68,2,41863.22,4,2,4,10,Loyal Customers
CUST00439,270,3,48379.93,2,3,4,9,Potential Loyalists
CUST00440,262,1,9533.26,2,1,1,4,Needs Attention
CUST00441,69,4,18757.760000000002,4,4,2,10,Loyal Customers
CUST00442,237,3,79098.34,2,3,5,10,Loyal Customers
CUST00445,143,2,27796.96,3,2,3,8,Potential Loyalists
CUST00447,460,2,60715.29,1,2,4,7,Potential Loyalists
CUST00448,49,6,83828.43,4,5,5,14,Champions
CUST00449,197,4,39672.979999999996,2,4,3,9,Potential Loyalists
CUST00451,81,2,64774.04,4,2,4,10,Loyal Customers
CUST00452,391,2,43117.25,1,2,4,7,Potential Loyalists
CUST00453,33,3,63502.38,5,3,4,12,Loyal Customers
CUST00455,345,3,40972.509999999995,1,3,4,8,Potential Loyalists
CUST00456,434,2,81665.92,1,2,5,8,Potential Loyalists
CUST00457,210,2,39184.009999999995,2,2,3,7,Potential Loyalists
CUST00458,38,3,49928.47,5,3,4,12,Loyal Customers
CUST00459,88,4,68425.41,4,4,5,13,Champions
CUST00460,13,2,22004.260000000002,5,2,2,9,Potential Loyalists
CUST00461,173,2,70575.15,3,2,5,10,Loyal Customers
CUST00462,250,3,12781.0,2,3,2,7,Potential Loyalists
CUST00463,36,2,14422.439999999999,5,2,2,9,Potential Loyalists
CUST00464,27,6,56256.27,5,5,4,14,Champions
CUST00465,65,2,52320.17,4,2,4,10,Loyal Customers
CUST00466,152,3,18594.35,3,3,2,8,Potential Loyalists
CUST00467,82,2,46668.12,4,2,4,10,Loyal Customers
CUST00468,116,4,13276.130000000001,3,4,2,9,Potential Loyalists
CUST00469,98,6,57897.62,4,5,4,13,Champions
CUST00470,275,4,28967.199999999997,2,4,3,9,Potential Loyalists
CUST00471,60,4,60723.74,4,4,4,12,Loyal Customers
CUST00472,126,4,30231.28,3,4,3,10,Loyal Customers
CUST00473,253,3,92156.87,2,3,5,10,Loyal Customers
CUST00474,36,4,30363.84,5,5,3,13,Champions
CUST00475,266,2,21974.24,2,2,2,6,At Risk
CUST00476,219,2,17180.13,2,2,2,6,At Risk
CUST00477,420,1,1406.88,1,1,1,3,Needs Attention
CUST00478,197,3,49632.43,2,3,4,9,Potential Loyalists
CUST00479,130,2,53024.42999999999,3,2,4,9,Potential Loyalists
CUST00481,214,2,14465.82,2,2,2,6,At Risk
CUST00482,387,2,93884.22,1,2,5,8,Potential Loyalists
CUST00483,62,2,19381.489999999998,4,2,2,8,Potential Loyalists
CUST00484,250,2,80810.84999999999,2,2,5,9,Potential Loyalists
CUST00485,26,5,76636.06,5,5,5,15,Champions
CUST00486,43,2,28075.76,5,2,3,10,Loyal Customers
CUST00487,241,5,78498.95999999999,2,5,5,12,Loyal Customers
CUST00488,24,3,49341.53,5,3,4,12,Loyal Customers
CUST00490,25,4,34771.880000000005,5,5,3,13,Champions
CUST00491,320,1,17198.7,1,1,2,4,Needs Attention
CUST00492,286,2,38370.899999999994,2,2,3,7,Potential Loyalists
CUST00493,83,1,665.91,4,1,1,6,At Risk
CUST00494,262,4,61018.84,2,5,4,11,Loyal Customers
CUST00495,27,4,37120.06,5,5,3,13,Champions
CUST00496,98,5,126398.97,4,5,5,14,Champions
CUST00497,454,3,73313.67,1,3,5,9,Potential Loyalists
CUST00498,154,3,33516.19,3,3,3,9,Potential Loyalists
CUST00499,478,1,1888.98,1,1,1,3,Needs Attention
CUST00502,539,1,3075.36,1,1,1,3,Needs Attention
